
Fourier Convolve:;235.9234444
Fast Fourier Convolve:;3.780824800000005
Scipy Convolve:;3.4213033000000053
Scipy Fourier Convolve:;2.9511428000000137
Scipy Fast Fourier Convolve:;0.47642949999999473


Fourier Convolve:;254.2868858
Fast Fourier Convolve:;2.966490300000032
Scipy Convolve:;3.02025279999998
Scipy Fourier Convolve:;3.0196842999999944
Scipy Fast Fourier Convolve:;0.718157500000018


Fourier Convolve:;210.45097049999998
Fast Fourier Convolve:;2.403033800000003
Scipy Convolve:;2.638870099999963
Scipy Fourier Convolve:;1.52783629999999
Scipy Fast Fourier Convolve:;0.33085140000002866


Fourier Convolve:;181.3205163
Fast Fourier Convolve:;2.3804784000000154
Scipy Convolve:;2.8316846999999825
Scipy Fourier Convolve:;1.7752513000000363
Scipy Fast Fourier Convolve:;0.2914540000000443


Fourier Convolve:;158.87788380000006
Fast Fourier Convolve:;2.3448049000000992
Scipy Convolve:;2.4114968999999746
Scipy Fourier Convolve:;1.2651478000000225
Scipy Fast Fourier Convolve:;0.2887399999999616


Fourier Convolve:;171.3000359
Fast Fourier Convolve:;3.9412730999999894
Scipy Convolve:;5.50993440000002
Scipy Fourier Convolve:;3.1224394000000757
Scipy Fast Fourier Convolve:;0.4752283999998781


Fourier Convolve:;152.87128899999993
Fast Fourier Convolve:;2.06575799999996
Scipy Convolve:;2.4591680999999426
Scipy Fourier Convolve:;1.3980387000001429
Scipy Fast Fourier Convolve:;0.2862625999998727


Fourier Convolve:;159.07680090000008
Fast Fourier Convolve:;2.4629809000000478
Scipy Convolve:;2.481010999999853
Scipy Fourier Convolve:;1.6128355000000738
Scipy Fast Fourier Convolve:;0.37663990000010017


Fourier Convolve:;172.8024410999999
Fast Fourier Convolve:;2.1976478999999927
Scipy Convolve:;2.4629379999998946
Scipy Fourier Convolve:;1.940859600000067
Scipy Fast Fourier Convolve:;0.4437479999999141


Fourier Convolve:;172.4349099000001
Fast Fourier Convolve:;3.6260107999999036
Scipy Convolve:;2.61421990000008
Scipy Fourier Convolve:;1.3108600999998998
Scipy Fast Fourier Convolve:;0.3490517000000182

